TaskID,TaskFileSize,TaskOutputFileSize,TaskFileLength,CpuTime,TotalLength,CostPerSec,StartExecTime,VmID
497,46,20,17,1.511709402,17,42,46.59849706,4
498,52,20,81,6.230769231,81,42,622.748567,5
499,86,16,93,3.72,93,46,259.0015676,11
500,73,18,58,3.386554622,58,44,132.9837065,7
501,16,14,33,2.538461538,33,42,628.9793362,5
502,49,13,45,2.954168029,45,44,159.8670952,6
503,22,12,88,6.769230769,88,42,631.5177978,5
504,70,17,87,3.48,87,46,262.7215676,11
505,66,10,27,1.765217391,27,44,162.8212633,6
506,75,20,43,2.846351172,43,44,164.5864807,6
507,55,19,35,2.692307692,35,42,638.2870285,5
508,14,10,60,2.27,60,46,56.9829469,12
509,35,13,27,1.542540494,27,44,136.3702611,7
510,23,10,25,1.923076923,25,42,640.9793362,5
511,16,17,25,1.19047619,25,44,100.3344174,9
512,56,18,48,3.692307692,48,42,642.9024131,5
513,79,11,86,5.032114814,86,44,137.9128016,7
514,49,20,63,2.52,63,46,266.2015676,11
515,71,14,42,3.230769231,42,42,646.5947208,5
516,53,10,14,1.076923077,14,42,649.8254901,5
517,60,11,15,1.587301587,15,42,17.4136852,3
518,65,15,78,4.063037389,78,44,70.88939991,8
519,61,20,78,6,78,42,650.9024131,5
520,45,19,33,1.32,33,46,268.7215676,11
521,45,14,57,2.084814815,57,46,59.2529469,12
522,95,10,79,6.076923077,79,42,656.9024131,5
523,41,12,81,4.229398304,81,44,74.9524373,8
524,66,10,13,0.52,13,46,270.0415676,11
525,60,20,17,0.68,17,46,270.5615676,11
526,12,19,95,3.249706258,95,46,23.80152927,13
527,10,17,11,0.675217391,11,44,167.4328318,6
528,72,15,48,3.692307692,48,42,662.9793362,5
529,25,20,98,4.651080258,98,44,101.5248936,9
530,32,17,47,1.88,47,46,271.2415676,11
531,52,12,27,2.076923077,27,42,666.6716439,5
532,44,13,77,5.923076923,77,42,668.748567,5
533,98,13,94,3.76,94,46,273.1215676,11
534,66,19,62,4.115288221,62,44,168.1080492,6
535,100,20,40,3.606060606,40,42,48.11020646,4
536,87,14,56,3.236219705,56,44,142.9449164,7
537,30,17,47,1.88,47,46,276.8815676,11
538,78,13,54,4.153846154,54,42,674.6716439,5
539,87,16,56,4.307692308,56,42,678.8254901,5
540,41,12,83,3.94935164,83,44,106.1759738,9
541,95,15,30,1.2,30,46,278.7615676,11
542,93,14,21,0.84,21,46,279.9615676,11
543,36,14,51,2.04,51,46,280.8015676,11
544,17,18,14,1.272727273,14,42,51.71626707,4
545,84,12,23,2.538461538,23,42,19.00098679,3
546,27,20,92,4.35985488,92,44,110.1253255,9
547,61,14,38,2.923076923,38,42,683.1331824,5
548,89,15,51,3.923076923,51,42,686.0562593,5
549,56,14,94,3.76,94,46,282.8415676,11
550,21,17,18,1.384615385,18,42,689.9793362,5
551,24,11,25,1.612590299,25,44,172.2233374,6
552,47,15,65,5,65,42,691.3639516,5
553,97,15,75,4.374080983,75,44,146.1811362,7
554,12,14,67,2.287931034,67,46,27.05123553,13
555,38,14,68,2.72,68,46,286.6015676,11
556,71,18,29,2.585858586,29,42,52.98899434,4
557,47,17,42,3.230769231,42,42,696.3639516,5
558,10,10,57,2.456583851,57,44,30.60696806,10
559,12,17,41,1.64,41,46,289.3215676,11
560,27,19,11,1,11,42,55.57485292,4
561,64,15,80,6.153846154,80,42,699.5947208,5
562,13,20,71,3.097173817,71,44,33.06355191,10
563,63,15,12,0.48,12,46,290.9615676,11
564,21,19,97,3.397407407,97,46,29.33916656,13
565,28,15,45,2.61512605,45,44,150.5552171,7
566,44,19,18,1.585858586,18,42,56.57485292,4
567,16,17,18,1.384615385,18,42,705.748567,5
568,65,10,33,2.538461538,33,42,707.1331824,5
569,100,11,53,3.476190476,53,44,173.8359277,6
570,57,14,72,5.538461538,72,42,709.6716439,5
571,33,19,71,2.84,71,46,291.4415676,11
572,55,12,90,4.720021089,90,44,79.1818356,8
573,60,14,13,1.376623377,13,42,21.53944833,3
574,87,11,24,2.111111111,24,42,58.16071151,4
575,22,16,82,2.813703704,82,46,32.73657397,13
576,74,18,76,5.846153846,76,42,715.2101055,5
577,54,13,28,1.861919505,28,44,177.3121182,6
578,52,10,40,2.601002506,40,44,179.1740377,6
579,72,11,63,4.846153846,63,42,721.0562593,5
580,29,14,83,3.32,83,46,294.2815676,11
581,53,10,86,4.074214885,86,44,114.4851803,9
582,40,18,95,7.307692308,95,42,725.9024131,5
583,44,16,74,2.96,74,46,297.6015676,11
584,66,15,63,3.278579954,63,44,83.90185669,8
585,13,12,29,1.16,29,46,300.5615676,11
586,74,10,91,7,91,42,733.2101055,5
587,42,14,68,2.922632669,68,44,36.16072573,10
588,97,12,17,0.68,17,46,301.7215676,11
589,39,20,39,1.56,39,46,302.4015676,11
590,53,10,27,0.986117497,27,46,61.33776171,12
591,18,14,63,3.277345538,63,44,87.18043664,8
592,23,11,90,3.6,90,46,303.9615676,11
593,58,13,91,7,91,42,740.2101055,5
594,52,16,68,3.976725638,68,44,153.1703432,7
595,71,15,16,0.64,16,46,307.5615676,11
596,85,12,80,6.153846154,80,42,747.2101055,5
597,43,16,69,2.76,69,46,308.2015676,11
598,90,12,34,2.239215686,34,44,181.7750402,6
599,18,16,66,2.831909633,66,44,39.0833584,10
600,83,17,77,3.08,77,46,310.9615676,11
601,42,15,39,3,39,42,753.3639516,5
602,89,16,77,5.140241781,77,44,184.0142559,6
603,90,11,57,4.384615385,57,42,756.3639516,5
604,82,15,43,1.72,43,46,314.0415676,11
605,70,10,68,5.230769231,68,42,760.748567,5
606,36,10,93,3.433461047,93,46,62.32387921,12
607,18,10,63,2.961997064,63,44,118.5593952,9
608,82,19,60,4.615384615,60,42,765.9793362,5
609,100,17,43,2.866666667,43,44,189.1544977,6
610,81,17,74,2.96,74,46,315.7615676,11
611,97,13,35,2.283709273,35,44,192.0211644,6
612,94,13,50,3.846153846,50,42,770.5947208,5
613,79,13,41,2.386693075,41,44,157.1470688,7
614,75,10,28,2.153846154,28,42,774.4408747,5
615,62,10,69,2.532413793,69,46,65.75734025,12
616,100,16,31,2.028571429,31,44,194.3048736,6
617,92,16,40,3.58041958,40,42,60.27182262,4
618,77,15,49,3.252012384,49,44,196.3334451,6
619,29,14,35,1.4,35,46,318.7215676,11
620,15,15,14,1.076923077,14,42,776.5947208,5
621,46,19,75,3.908347531,75,44,90.45778218,8
622,92,10,36,3.222222222,36,42,63.8522422,4
623,28,13,18,0.72,18,46,320.1215676,11
624,54,14,57,4.384615385,57,42,777.6716439,5
625,24,19,17,0.68,17,46,320.8415676,11
626,93,13,87,3.48,87,46,321.5215676,11
627,70,12,89,4.711144806,89,44,94.36612971,8
628,48,10,74,5.692307692,74,42,782.0562593,5
629,18,18,88,3.016206897,88,46,35.55027767,13
630,13,14,55,2.613104372,55,44,121.5213923,9
631,75,16,70,5.384615385,70,42,787.748567,5
632,95,10,43,1.72,43,46,325.0015676,11
633,68,16,92,4.882256729,92,44,99.07727452,8
634,43,14,46,3.538461538,46,42,793.1331824,5
635,63,14,48,1.92,48,46,326.7215676,11
636,74,16,84,6.461538462,84,42,796.6716439,5
637,36,20,90,3.6,90,46,328.6415676,11
638,43,17,35,2.326610644,35,44,199.5854574,6
639,83,13,30,1.971929825,30,44,201.9120681,6
640,34,17,88,6.769230769,88,42,803.1331824,5
641,99,10,93,5.464483459,93,44,159.5337619,7
642,88,11,54,2.16,54,46,332.2415676,11
643,29,14,95,3.8,95,46,334.4015676,11
644,86,10,80,6.153846154,80,42,809.9024131,5
645,41,12,43,2.544586466,43,44,164.9982454,7
646,38,15,70,3.670142043,70,44,103.9595312,8
647,93,15,57,4.384615385,57,42,816.0562593,5
648,83,15,62,2.48,62,46,338.2015676,11
649,13,14,20,1.538461538,20,42,820.4408747,5
650,19,18,69,3.275217455,69,44,124.1344967,9
651,18,17,85,3.4,85,46,340.6815676,11
652,89,17,73,5.615384615,73,42,821.9793362,5
653,72,15,72,3.755714093,72,44,107.6296733,8
654,83,20,62,4.769230769,62,42,827.5947208,5
655,68,13,63,2.52,63,46,344.0815676,11
656,17,18,39,1.818171964,39,44,127.4097141,9
657,18,14,10,0.4,10,46,346.6015676,11
658,33,20,29,2.230769231,29,42,832.3639516,5
659,73,11,83,4.357466492,83,44,111.3853874,8
660,69,16,55,4.230769231,55,42,834.5947208,5
661,27,10,49,1.96,49,46,347.0015676,11
662,70,15,56,2.24,56,46,348.9615676,11
663,95,20,29,2.576534577,29,42,67.07446442,4
664,57,20,18,1.384615385,18,42,838.8254901,5
665,55,20,85,4.041534719,85,44,129.2278861,9
666,32,14,81,6.230769231,81,42,840.2101055,5
667,74,13,59,2.36,59,46,351.2015676,11
668,73,17,91,3.64,91,46,353.5615676,11
669,59,17,26,2.332222222,26,42,69.650999,4
670,78,19,49,3.203744656,49,44,203.8839979,6
671,84,11,99,7.615384615,99,42,846.4408747,5
672,100,17,56,3.742758367,56,44,207.0877426,6
673,67,10,16,0.64,16,46,357.2015676,11
674,89,19,95,5.559762578,95,44,167.5428318,7
675,55,12,47,1.88,47,46,357.8415676,11
676,83,16,80,6.153846154,80,42,854.0562593,5
677,90,14,77,3.08,77,46,359.7215676,11
678,82,12,44,2.932773109,44,44,210.8305009,6
679,27,18,45,1.8,45,46,362.8015676,11
680,64,13,48,3.692307692,48,42,860.2101055,5
681,29,19,54,2.571428571,54,44,133.2694208,9
682,86,17,73,5.615384615,73,42,863.9024131,5
683,99,10,13,0.52,13,46,364.6015676,11
684,65,13,10,0.4,10,46,365.1215676,11
685,90,16,99,3.96,99,46,365.5215676,11
686,78,17,90,5.271443314,90,44,173.1025944,7
687,83,13,89,6.846153846,89,42,869.5177978,5
688,100,16,35,1.4,35,46,369.4815676,11
689,41,17,87,4.139621432,87,44,135.8408494,9
690,40,10,12,0.48,12,46,370.8815676,11
691,33,10,47,1.88,47,46,371.3615676,11
692,72,17,74,5.692307692,74,42,876.3639516,5
693,22,11,67,2.469680715,67,46,68.28975405,12
694,39,19,94,4.463410444,94,44,139.9804708,9
695,57,10,14,1.522698413,14,42,22.91607171,3
696,18,19,56,2.24,56,46,373.2415676,11
697,33,18,79,6.076923077,79,42,882.0562593,5
698,15,19,89,3.56,89,46,375.4815676,11
699,73,12,17,1.792539683,17,42,24.43877012,3
700,42,17,39,2.007017544,39,44,115.7428539,8
701,21,16,11,1,11,42,71.98322122,4
702,46,19,70,3.297220032,70,44,144.4438813,9
703,73,15,57,4.384615385,57,42,888.1331824,5
704,28,12,27,1.08,27,46,379.0415676,11
705,46,16,26,2,26,42,892.5177978,5
706,87,19,91,7,91,42,894.5177978,5
707,75,15,70,4.106884859,70,44,178.3740377,7
708,51,16,42,1.68,42,46,380.1215676,11
709,14,14,93,3.185338442,93,46,38.56648457,13
710,36,14,39,2.536576736,39,44,213.763274,6
711,82,19,60,4.615384615,60,42,901.5177978,5
712,79,10,68,3.533425636,68,44,117.7498714,8
713,52,16,51,2.04,51,46,381.8015676,11
714,12,18,82,3.899830138,82,44,147.7411013,9
715,19,10,66,5.076923077,66,42,906.1331824,5
716,47,20,18,0.72,18,46,383.8415676,11
717,99,18,49,3.769230769,49,42,911.2101055,5
718,38,11,69,2.76,69,46,384.5615676,11
719,97,17,41,3.153846154,41,42,914.9793362,5
720,10,17,72,3.419862893,72,44,151.6409314,9
721,20,15,52,2.08,52,46,387.3215676,11
722,29,16,45,3.461538462,45,42,918.1331824,5
723,84,17,18,0.72,18,46,389.4015676,11
724,68,19,55,3.660975969,55,44,216.2998508,6
725,39,15,99,3.96,99,46,390.1215676,11
726,95,15,82,6.307692308,82,42,921.5947208,5
727,92,20,88,4.588041716,88,44,121.2832971,8
728,98,13,30,2.707847708,30,42,72.98322122,4
729,76,20,98,3.92,98,46,394.0815676,11
730,93,10,85,6.538461538,85,42,927.9024131,5
731,79,14,69,4.052296919,69,44,182.4809226,7
732,79,17,34,1.36,34,46,398.0015676,11
733,24,14,29,1.933333333,29,44,219.9608267,6
734,42,18,59,4.538461538,59,42,934.4408747,5
735,30,20,62,2.730521893,62,44,41.91526803,10
736,98,14,18,0.72,18,46,399.3615676,11
737,19,15,93,3.72,93,46,400.0815676,11
738,38,11,80,6.153846154,80,42,938.9793362,5
739,66,16,36,2.344419873,36,44,221.8941601,6
740,77,19,96,5.002367748,96,44,125.8713388,8
741,43,18,52,1.919948914,52,46,70.75943476,12
742,25,18,59,4.538461538,59,42,945.1331824,5
743,46,20,19,0.76,19,46,403.8015676,11
744,75,17,52,4,52,42,949.6716439,5
745,97,13,30,1.2,30,46,404.5615676,11
746,57,15,52,3.446429309,52,44,224.23858,6
747,31,20,27,1.08,27,46,405.7615676,11
748,55,11,98,3.92,98,46,406.8415676,11
749,80,16,29,2.230769231,29,42,953.6716439,5
750,45,15,59,2.788137864,59,44,155.0607943,9
751,48,15,14,1.477633478,14,42,26.2313098,3
752,24,11,93,7.153846154,93,42,955.9024131,5
753,29,17,35,2.288721805,35,44,227.6850093,6
754,91,12,74,2.96,74,46,410.7615676,11
755,100,15,71,4.71679198,71,44,229.9737311,6
756,86,11,23,2.45021645,23,42,27.70894328,3
757,56,12,79,3.16,79,46,413.7215676,11
758,91,17,58,4.461538462,58,42,963.0562593,5
759,80,20,94,5.487944862,94,44,186.5332195,7
760,68,17,21,1.615384615,21,42,967.5177978,5
761,21,13,86,3.44,86,46,416.8815676,11
762,15,11,73,5.615384615,73,42,969.1331824,5
763,90,20,38,2.508683473,38,44,234.690523,6
764,76,18,96,5.606398349,96,44,192.0211644,7
765,43,13,87,6.692307692,87,42,974.748567,5
766,53,15,24,0.96,24,46,420.3215676,11
767,28,16,52,2.08,52,46,421.2815676,11
768,49,20,65,5,65,42,981.4408747,5
769,73,17,13,0.857142857,13,44,237.1992065,6
770,23,17,69,2.76,69,46,423.3615676,11
771,47,14,21,1.4,21,44,238.0563494,6
772,93,11,64,4.259432405,64,44,239.4563494,6
773,41,15,59,4.538461538,59,42,986.4408747,5
774,12,12,89,2.855867837,89,46,5.646321427,14
775,71,16,84,4.395714286,84,44,130.8737065,8
776,94,20,16,1.731712732,16,42,30.15915973,3
777,11,14,86,6.615384615,86,42,990.9793362,5
778,99,19,86,3.44,86,46,426.1215676,11
779,32,13,12,0.771428571,12,44,243.7157818,6
780,25,19,79,3.42610875,79,44,44.64578992,10
781,55,13,99,7.615384615,99,42,997.5947208,5
782,35,10,71,2.84,71,46,429.5615676,11
783,55,13,22,1.411764706,22,44,244.4872104,6
784,47,16,43,2.831578947,43,44,245.8989751,6
785,40,11,35,2.692307692,35,42,1005.210105,5
786,86,11,72,2.88,72,46,432.4015676,11
787,36,14,17,1.123809524,17,44,248.730554,6
788,65,18,77,5.923076923,77,42,1007.902413,5
789,38,12,39,2.572745098,39,44,249.8543635,6
790,51,18,23,1.477222468,23,44,252.4271086,6
791,89,14,72,4.780510099,72,44,253.9043311,6
792,85,11,21,0.84,21,46,435.2815676,11
793,43,11,50,2,50,46,436.1215676,11
794,89,16,87,6.692307692,87,42,1013.82549,5
795,99,19,70,4.664032139,70,44,258.6848412,6
796,82,11,93,3.72,93,46,438.1215676,11
797,37,15,74,5.692307692,74,42,1020.517798,5
798,53,16,62,3.253907146,62,44,135.2694208,8
799,29,19,16,0.64,16,46,441.8415676,11
800,34,15,87,3.48,87,46,442.4815676,11
801,41,12,89,6.846153846,89,42,1026.210105,5
802,37,10,61,3.194137518,61,44,138.5233279,8
803,10,18,39,1.56,39,46,445.9615676,11
804,77,12,66,5.076923077,66,42,1033.056259,5
805,21,19,83,3.94776968,83,44,157.8489322,9
806,16,13,30,1.2,30,46,447.5215676,11
807,59,17,93,7.153846154,93,42,1038.133182,5
808,34,12,87,3.48,87,46,448.7215676,11
809,74,15,54,3.151172048,54,44,197.6275627,7
810,41,19,71,2.84,71,46,452.2015676,11
811,12,16,93,4.020110378,93,44,48.07189867,10
812,45,19,14,1.474747475,14,42,31.89087246,3
813,31,20,97,7.461538462,97,42,1045.287029,5
814,65,10,59,2.36,59,46,455.0415676,11
815,99,17,11,0.733333333,11,44,263.3488733,6
816,69,13,99,4.702796634,99,44,161.7967019,9
817,99,10,58,4.461538462,58,42,1052.748567,5
818,59,19,61,2.44,61,46,457.4015676,11
819,100,13,82,6.307692308,82,42,1057.210105,5
820,45,16,51,2.04,51,46,459.8415676,11
821,48,10,60,3.517027864,60,44,200.7787348,7
822,10,10,49,1.96,49,46,461.8815676,11
823,88,13,81,6.230769231,81,42,1063.517798,5
824,51,17,13,0.866666667,13,44,264.0822067,6
825,94,12,88,4.621565423,88,44,141.7174655,8
826,72,16,34,1.36,34,46,463.8415676,11
827,56,12,67,2.466206897,67,46,72.67938368,12
828,95,11,17,1.857142857,17,42,33.36561994,3
829,32,12,85,6.538461538,85,42,1069.748567,5
830,78,12,54,3.572725932,54,44,264.9488733,6
831,83,13,87,3.48,87,46,465.2015676,11
832,56,19,24,1.578947368,24,44,268.5215993,6
833,82,16,89,6.846153846,89,42,1076.287029,5
834,43,17,86,4.057172279,86,44,166.4994985,9
835,99,15,74,2.96,74,46,468.6815676,11
836,75,20,16,1.776666667,16,42,35.22276279,3
837,86,14,45,3.461538462,45,42,1083.133182,5
838,95,14,60,3.976293675,60,44,270.1005466,6
839,61,17,13,0.52,13,46,471.6415676,11
840,92,14,23,2.01010101,23,42,75.69106893,4
841,63,19,71,2.84,71,46,472.1615676,11
842,21,11,64,2.820835913,64,44,52.09200905,10
843,41,16,42,3.230769231,42,42,1086.594721,5
844,65,17,32,1.28,32,46,475.0015676,11
845,86,11,97,7.461538462,97,42,1089.82549,5
846,72,16,66,4.359103641,66,44,274.0768403,6
847,48,11,96,3.84,96,46,476.2815676,11
848,36,15,84,3.626225346,84,44,54.91284496,10
849,94,12,32,2.877233877,32,42,77.70116994,4
850,85,12,42,3.230769231,42,42,1097.287029,5
851,44,11,11,0.44,11,46,480.1215676,11
852,85,10,97,3.88,97,46,480.5615676,11
853,75,16,36,2.362229102,36,44,278.435944,6
854,45,12,37,2.846153846,37,42,1100.517798,5
855,49,11,74,3.863245069,74,44,146.3390309,8
856,95,17,19,2.111111111,19,42,36.99942946,3
857,53,10,93,7.153846154,93,42,1103.363952,5
858,17,20,73,2.92,73,46,484.4415676,11
859,21,18,57,2.533784461,57,44,58.53907031,10
860,98,17,26,2.333333333,26,42,80.57840382,4
861,75,15,44,1.76,44,46,487.3615676,11
862,65,14,25,2.243978244,25,42,82.91173715,4
863,20,15,72,3.422114109,72,44,170.5566708,9
864,69,12,74,2.96,74,46,489.1215676,11
865,35,11,15,1.333333333,15,42,85.1557154,4
866,37,13,28,2.153846154,28,42,1110.517798,5
867,60,17,11,1.561327561,11,42,9.391819292,2
868,25,11,28,1.82,28,44,280.7981731,6
869,74,16,70,5.384615385,70,42,1112.671644,5
870,28,17,56,2.24,56,46,492.0815676,11
871,27,16,76,3.972804069,76,44,150.202276,8
872,98,17,54,4.153846154,54,42,1118.056259,5
873,46,17,65,2.6,65,46,494.3215676,11
874,87,15,39,2.563261094,39,44,282.6181731,6
875,46,14,53,4.076923077,53,42,1122.210105,5
876,78,19,89,4.652799518,89,44,154.17508,8
877,81,15,23,0.92,23,46,496.9215676,11
878,57,16,65,2.6,65,46,497.8415676,11
879,67,19,35,2.692307692,35,42,1126.287029,5
880,26,12,63,4.846153846,63,42,1128.979336,5
881,41,16,49,2.333333333,49,44,173.9787849,9
882,98,20,58,2.32,58,46,500.4415676,11
883,39,12,60,3.126717048,60,44,158.8278795,8
884,52,16,11,0.44,11,46,502.7615676,11
885,91,20,57,4.384615385,57,42,1133.82549,5
886,64,10,40,1.6,40,46,503.2015676,11
887,48,12,40,1.6,40,46,504.8015676,11
888,63,11,46,3.538461538,46,42,1138.210105,5
889,55,12,82,4.306806659,82,44,161.9545966,8
890,80,12,75,3,75,46,506.4015676,11
891,47,15,10,1.03030303,10,42,39.11054057,3
892,35,14,83,6.384615385,83,42,1141.748567,5
893,78,18,79,5.25392894,79,44,285.1814341,6
894,16,17,67,2.68,67,46,509.4015676,11
895,23,15,97,4.613799204,97,44,176.3121182,9
896,97,16,17,2.343766234,17,42,10.95314685,2
897,40,10,67,5.153846154,67,42,1148.133182,5
898,80,17,85,3.4,85,46,512.0815676,11
899,27,18,95,7.307692308,95,42,1153.287029,5
900,29,11,59,3.057172279,59,44,166.2614033,8
901,90,20,36,1.44,36,46,515.4815676,11
902,42,19,30,1.2,30,46,516.9215676,11
903,90,14,56,3.262568185,56,44,204.2957626,7
904,55,16,46,3.538461538,46,42,1160.594721,5
905,40,19,27,1,27,46,75.14559057,12
906,69,14,67,5.153846154,67,42,1164.133182,5
907,45,11,91,3.64,91,46,518.1215676,11
908,85,18,47,3.123415893,47,44,290.4353631,6
909,68,20,11,0.733333333,11,44,293.558779,6
910,47,11,66,3.431077694,66,44,169.3185755,8
911,39,14,87,6.692307692,87,42,1169.287029,5
912,86,19,100,4,100,46,521.7615676,11
913,61,16,17,1.08254902,17,44,294.2921123,6
914,69,11,28,1.819047619,28,44,295.3746613,6
915,70,19,66,5.076923077,66,42,1175.979336,5
916,53,15,44,2.880897833,44,44,297.193709,6
917,41,10,45,2.635854342,45,44,207.5583308,7
918,94,11,50,3.846153846,50,42,1181.056259,5
919,81,16,89,3.56,89,46,525.7615676,11
920,21,17,84,3.960243255,84,44,180.9259174,9
921,82,13,21,2.325563326,21,42,40.1408436,3
922,67,16,19,2.04040404,19,42,42.46640693,3
923,43,12,90,3.6,90,46,529.3215676,11
924,34,18,38,2.923076923,38,42,1184.902413,5
925,89,11,44,2.569088899,44,44,210.1941851,7
926,96,18,40,3.076923077,40,42,1187.82549,5
927,83,15,74,5.692307692,74,42,1190.902413,5
928,72,17,44,2.88320802,44,44,300.0746068,6
929,61,18,17,0.68,17,46,532.9215676,11
930,64,13,78,3.12,78,46,533.6015676,11
931,33,16,91,3.919254658,91,44,61.07285477,10
932,58,16,50,3.846153846,50,42,1196.594721,5
933,94,20,35,1.4,35,46,536.7215676,11
934,85,13,76,5.846153846,76,42,1200.440875,5
935,35,18,84,3.36,84,46,538.1215676,11
936,22,18,11,0.741578947,11,44,302.9578148,6
937,25,12,17,1.133333333,17,44,303.6993938,6
938,64,16,17,1.097478992,17,44,304.8327271,6
939,60,16,88,4.158337019,88,44,184.8861607,9
940,65,17,12,1.273504274,12,42,44.50681097,3
941,33,19,91,3.64,91,46,541.4815676,11
942,60,19,93,7.153846154,93,42,1206.287029,5
943,70,20,96,5.036149197,96,44,172.7496532,8
944,64,12,56,4.307692308,56,42,1213.440875,5
945,84,15,18,0.72,18,46,545.1215676,11
946,75,17,88,3.52,88,46,545.8415676,11
947,28,13,68,3.214761905,68,44,189.0444977,9
948,92,20,20,2.21989122,20,42,45.78031524,3
949,56,18,100,7.692307692,100,42,1217.748567,5
950,82,16,20,0.8,20,46,549.3615676,11
951,80,16,46,2.669910069,46,44,212.763274,7
952,87,18,42,1.68,42,46,550.1615676,11
953,79,15,51,3.358307534,51,44,305.9302061,6
954,35,12,19,0.76,19,46,551.8415676,11
955,58,16,92,3.68,92,46,552.6015676,11
956,52,17,96,7.384615385,96,42,1225.440875,5
957,78,12,15,0.976666667,15,44,309.2885136,6
958,81,16,63,4.152351467,63,44,310.2651803,6
959,84,10,76,5.846153846,76,42,1232.82549,5
960,51,12,44,1.76,44,46,556.2815676,11
961,100,14,64,4.251835471,64,44,314.4175317,6
962,92,14,71,2.84,71,46,558.0415676,11
963,48,14,24,1.53433584,24,44,318.6693672,6
964,31,14,45,3.461538462,45,42,1238.671644,5
965,11,13,59,2.807518797,59,44,192.2592596,9
966,38,19,12,0.48,12,46,560.8815676,11
967,94,12,74,5.692307692,74,42,1242.133182,5
968,60,19,92,3.383703704,92,46,76.14559057,12
969,49,12,44,2.282972136,44,44,177.7858024,8
970,71,14,75,4.394309303,75,44,215.4331841,7
971,84,17,17,1.887777778,17,42,48.00020646,3
972,13,16,81,2.773333333,81,46,41.75182301,13
973,84,11,55,4.230769231,55,42,1247.82549,5
974,47,18,28,1.842105263,28,44,320.2037031,6
975,44,15,100,7.692307692,100,42,1252.056259,5
976,37,15,58,2.718679051,58,44,195.0667784,9
977,59,18,20,0.8,20,46,561.3615676,11
978,59,13,96,3.84,96,46,562.1615676,11
979,91,11,50,3.332773109,50,44,322.0458083,6
980,59,12,23,2.060606061,23,42,86.48904873,4
981,39,18,47,2.228571429,47,44,197.7854574,9
982,27,11,42,3.230769231,42,42,1259.748567,5
983,99,11,92,3.68,92,46,566.0015676,11
984,63,19,100,4.757924222,100,44,200.0140289,9
985,90,11,48,3.692307692,48,42,1262.979336,5
986,39,18,14,1.555555556,14,42,49.88798424,3
987,12,17,53,4.076923077,53,42,1266.671644,5
988,62,19,55,2.2,55,46,569.6815676,11
989,86,15,67,4.450685537,67,44,325.3785814,6
990,66,18,66,5.076923077,66,42,1270.748567,5
991,68,20,30,1.2,30,46,571.8815676,11
992,67,12,38,2.531052632,38,44,329.829267,6
993,58,10,64,2.56,64,46,573.0815676,11
994,42,15,47,3.615384615,47,42,1275.82549,5
995,11,14,17,1.133333333,17,44,332.3603196,6
996,69,20,76,5.846153846,76,42,1279.440875,5
997,23,11,23,1.172932331,23,44,180.0687746,8
998,54,16,100,4,100,46,575.6415676,11
999,49,12,71,3.057190226,71,44,64.99210943,10
1000,38,10,32,2.461538462,32,42,1285.287029,5
1001,40,18,54,2.88254902,54,44,181.2417069,8
1002,93,10,34,3.042735043,34,42,88.54965479,4
1003,80,13,62,2.48,62,46,579.6415676,11
