,TaskFileSize,TaskOutputFileSize,TaskFileLength,UserLatitude,UserLongitude,DataCenterID
499,56,14,45,81.98266197,171.3747883,3
500,20,20,96,1.74545205,94.07640648,4
501,82,14,72,-14.4049058,129.496302,3
502,69,19,99,-4.413076818,159.4058639,5
503,90,10,68,74.35487525,-65.33740319,4
504,42,13,96,-14.0381769,103.4163094,3
505,94,14,49,38.93485463,-6.289813517,4
506,21,11,85,85.19411507,93.07200539,5
507,87,14,48,-64.22123389,96.53946417,3
508,49,14,39,-18.53191886,127.5350943,4
509,70,12,50,-34.10451178,78.57717481,5
510,81,15,91,-44.04873367,-125.4608368,5
511,48,18,53,9.799079182,41.3639485,3
512,96,19,98,-16.32639537,159.4587418,4
513,85,18,32,-48.60611823,34.69749423,3
514,69,14,35,30.26695172,162.6649366,5
515,24,13,58,-13.61225044,-39.25796656,4
516,71,10,18,-36.93168247,39.74066859,3
517,92,18,59,78.08171039,-113.6697629,5
518,15,13,11,72.74780835,10.66543162,4
519,17,18,95,-5.613384972,-101.8527288,3
520,15,16,47,7.955005437,-123.6657574,3
521,43,19,36,36.65309445,-51.2088974,5
522,87,14,18,-23.95614473,-146.4263651,5
523,81,19,69,41.43655763,-97.99308335,4
524,62,11,43,-41.34575193,134.0384532,3
525,99,15,52,44.89627221,73.61767583,4
526,87,18,86,35.59549937,-76.83379669,5
527,50,13,59,-73.22633921,-63.67000952,3
528,11,19,66,-25.65338814,74.55104891,3
529,27,15,47,-36.10099946,-15.96977527,4
530,25,17,82,79.72319155,-158.1288513,5
531,13,15,99,26.18310261,32.65284584,4
532,28,13,93,-41.95065699,141.6823888,5
533,66,13,32,-9.353571817,89.73075086,4
534,17,13,69,-1.011730288,-133.9878335,3
535,76,10,18,-10.55165301,-105.752762,5
536,59,16,67,84.3587657,-101.7119763,4
537,50,11,30,18.84478215,-43.74895172,4
538,95,20,56,-89.42484336,103.4252563,3
539,17,18,78,-30.93509844,48.18008456,5
540,96,18,41,-12.80024942,144.6350094,3
541,46,16,70,-69.14304314,-15.69440387,3
542,22,17,29,39.55247775,-53.26723427,4
543,84,12,78,-33.20219491,28.02030584,5
544,29,12,54,-83.54153433,39.32871358,3
545,36,17,61,-9.12023908,-26.02988557,5
546,54,20,85,32.03219071,61.41507961,4
547,98,16,25,-14.72307348,-172.9034505,3
548,30,13,45,-32.73574645,-167.3295785,5
549,82,14,77,15.66591008,71.78612234,4
550,36,16,64,-39.76791151,-6.087410189,3
551,27,19,32,13.29646667,-140.9547212,3
552,38,19,12,21.82085135,88.24372475,3
553,10,17,21,-37.52199641,124.0881371,3
554,67,15,66,-66.56584719,20.93938782,4
555,81,10,84,-17.44867995,18.58114587,5
556,13,12,15,28.74292842,-158.2742609,4
557,85,13,82,-86.7336477,-86.64416801,5
558,52,12,21,-81.4314954,174.7650019,5
559,25,13,16,31.72524452,17.84944179,5
560,71,19,88,-17.39081442,128.2291767,4
561,99,11,69,25.71365096,95.43894687,5
562,19,18,90,25.44767855,-74.31757869,3
563,37,14,79,-70.23807072,107.9318027,3
564,50,10,76,20.28302859,151.244507,4
565,42,10,51,65.6552879,11.55170029,5
566,16,10,77,2.716427437,96.06176339,3
567,81,10,57,-64.87742704,-114.1658925,4
568,38,14,11,79.49495425,40.19729898,3
569,43,18,35,-82.20538545,-81.04438419,4
570,40,17,71,76.21546001,-73.78042807,5
571,95,17,42,31.62012503,129.9632744,3
572,70,14,77,52.94410621,-73.08464637,4
573,21,10,12,66.60356877,55.71950837,4
574,12,10,13,33.12896959,-3.850282865,5
575,18,17,83,86.69075297,170.6244949,3
576,60,15,60,52.78574767,130.0753373,5
577,36,16,58,-21.79828247,-84.56765909,5
578,57,15,62,77.40372067,135.4689566,4
579,17,20,20,89.7595953,137.9927745,5
580,29,10,23,-39.05975587,92.03483394,5
581,51,18,70,-25.7693586,169.8094917,3
582,24,17,34,88.26935867,164.4439735,4
583,87,11,61,4.169087294,176.8017744,3
584,33,20,85,-59.18162243,7.193845609,4
585,43,13,55,67.14106487,87.54145355,5
586,44,20,62,-39.83441002,47.57335236,3
587,76,20,97,40.91959904,133.6219696,3
588,98,12,63,88.35929073,36.59569028,5
589,20,19,31,33.39931537,-83.66059846,3
590,61,11,28,69.94503012,142.8406143,5
591,97,11,79,49.50139519,178.0443718,5
592,29,13,95,-23.55505812,34.51994591,4
593,60,18,13,-14.1398898,137.0752459,5
594,22,13,26,79.65145648,-21.43618862,3
595,60,13,57,-14.60713341,133.1344168,4
596,10,15,100,2.413890062,-80.03946072,4
597,77,13,78,72.85396346,-119.7022902,3
598,59,17,78,-21.27259052,114.2777436,5
599,35,14,32,-84.86492585,-41.20599493,4
600,36,10,86,76.35028389,10.28328689,3
601,35,19,21,-60.27225406,32.56185962,5
602,55,19,29,-80.56509071,155.254733,3
603,93,14,51,82.42048854,-11.42005836,3
604,19,12,32,19.94587458,-74.59783554,4
605,82,13,78,-20.82432962,93.41470671,5
606,77,11,69,30.47102563,114.5921907,4
607,84,15,16,-66.41108253,178.7032985,5
608,64,17,88,81.99712632,117.6911908,5
609,11,20,32,-65.02761552,-20.47125268,5
610,95,13,68,-27.97576516,103.7905449,3
611,13,19,95,69.04549852,-15.06964572,4
612,77,13,19,39.22578278,83.92073781,5
613,25,18,13,88.96289721,172.2749632,5
614,97,15,67,24.00350935,92.67677693,3
615,23,17,35,74.43470181,-12.16601355,4
616,34,16,27,-16.26699936,-131.5292339,5
617,23,20,71,26.53120305,-133.9970157,4
618,38,20,15,35.58008406,-130.947441,5
619,13,20,76,6.065132408,137.3146519,3
620,55,20,32,52.93299287,-175.5800545,3
621,14,18,24,-52.29569535,-119.9303632,4
622,33,17,58,25.79375304,42.03818573,5
623,85,10,62,83.86020264,-163.0906461,3
624,46,16,58,-51.45944117,-161.4963392,4
625,40,16,91,20.12123237,26.74035278,5
626,28,14,25,-52.37721753,111.1486266,5
627,81,10,84,-55.01133044,-7.081931966,3
628,91,13,79,-67.53961887,67.63301406,4
629,16,10,62,33.0326067,-58.86910638,5
630,60,13,65,-30.40707379,-14.89898398,3
631,84,13,62,-52.29798397,171.390399,3
632,40,13,60,35.59545841,166.5904697,4
633,26,14,20,42.03754379,134.6015588,4
634,82,15,29,26.86998362,112.4140332,5
635,76,19,50,64.71771947,154.1888017,3
636,26,10,67,4.09713498,154.0564412,5
637,96,11,99,-14.28574858,75.04692225,5
638,99,13,34,0.291790606,49.74264426,4
639,40,11,32,-89.94949959,22.05076789,3
640,38,15,86,18.20639287,-140.178316,4
641,58,14,48,27.38964732,71.75066385,3
642,52,16,34,-71.18267639,-35.74998558,3
643,87,13,53,41.12909837,136.8767648,5
644,21,15,23,65.67295336,178.6268547,4
645,85,11,41,-51.58618809,-41.76721993,5
646,50,19,88,60.1123884,-82.02988248,4
647,71,16,44,-33.45518763,30.65523219,5
648,58,11,54,-73.42644854,35.07396216,3
649,91,20,36,-68.39237828,149.0242744,5
650,29,17,64,62.06124662,152.6456415,5
651,84,16,21,47.93384123,-52.49740702,5
652,60,17,73,23.87676642,124.0527381,3
653,54,20,73,11.98066478,13.81693205,3
654,83,18,95,89.49289632,-146.7172683,4
655,31,16,11,6.436654893,-3.734406416,5
656,94,11,23,0.151513452,169.9522012,3
657,54,10,62,-50.58056832,31.64050677,4
658,11,12,42,-6.029991073,163.2710821,5
659,33,16,23,32.36210847,48.75926763,3
660,76,19,35,-81.348731,-57.39441175,5
661,30,10,89,1.960744176,106.002124,4
662,49,12,41,20.02651298,-70.53545533,3
663,99,11,62,-76.78725723,101.7575727,3
664,74,12,30,22.61824293,80.02526722,5
665,52,17,25,7.456612409,77.70982788,3
666,55,13,90,-69.534344,2.946683138,4
667,71,17,99,-9.645027609,-104.4618267,5
668,44,20,49,17.33906606,-34.62116999,3
669,67,16,44,-55.58015919,43.51764748,5
670,91,13,57,42.48245082,-60.67575052,3
671,22,10,75,-89.0267413,70.51895072,4
672,34,20,96,-53.07554703,176.1651013,4
673,96,19,51,20.01357346,-84.09262741,3
674,44,13,90,-43.20876713,126.3147526,5
675,87,18,25,-41.1313919,-129.3974528,4
676,27,10,36,-38.80533812,142.7850106,5
677,49,19,80,-30.6181951,-144.9794178,3
678,43,13,36,5.848372909,-25.51675924,4
679,67,15,100,-61.06845384,60.49646624,5
680,49,18,70,44.17658187,90.1578264,3
681,67,12,52,-35.49526694,131.8084117,3
682,44,20,100,2.088073524,-110.6464704,4
683,62,15,17,54.29467043,-24.79433247,3
684,86,19,13,26.52588404,-124.9053077,3
685,49,10,28,-7.535842921,49.80791773,5
686,17,10,23,81.44958985,179.7149859,3
687,79,17,99,70.74072466,-64.99592532,5
688,93,16,32,6.803887014,-178.6980507,4
689,93,14,31,41.10152703,53.40548433,5
690,47,16,89,-7.408889658,134.1388211,4
691,83,18,43,81.31913936,49.36592132,3
692,21,13,47,-80.63143612,143.0674928,5
693,78,16,84,71.01235131,36.97881958,5
694,42,12,50,-66.67641418,25.65063045,4
695,74,10,76,-75.14245511,83.20146082,3
696,67,15,92,77.84814114,-158.5135835,3
697,32,13,21,74.00228675,-106.2228739,3
698,10,12,97,51.50308138,82.68786749,4
699,78,13,48,16.5511816,72.9546773,5
700,50,10,28,-29.78354325,74.37499677,3
701,72,13,68,21.97171245,140.7301639,4
702,92,13,88,21.11097595,57.69689438,5
703,13,12,21,-50.66041516,1.374036304,3
704,13,10,46,-72.55831106,55.31067107,3
705,61,20,48,9.551035457,-168.3021142,4
706,53,14,28,62.9288381,10.66712498,4
707,87,14,31,5.18335013,73.65571845,5
708,89,13,50,-13.53636543,0.179311637,3
709,98,16,70,-32.09741923,-17.97327104,5
710,40,15,52,-86.1916623,-68.88331698,3
711,43,16,61,82.84025888,-92.25171139,4
712,47,15,43,31.29990283,-69.51433945,5
713,96,10,58,-19.28833431,169.6109333,5
714,75,13,50,19.5799824,17.89725916,3
715,25,12,42,66.72422877,35.15529476,4
716,22,15,50,21.29829776,-118.0918169,3
717,42,13,33,-22.18561368,-38.98139334,4
718,37,18,25,41.10743184,143.8253467,3
719,91,12,51,79.48420967,112.6323604,5
720,96,18,99,-22.7330828,112.6176564,4
721,72,14,18,-17.56636759,-1.96609827,3
722,95,16,59,26.82026831,-164.2043202,5
723,73,17,30,14.53969334,166.9453282,3
724,42,14,100,21.00965829,49.20933194,3
725,97,17,61,-1.370319055,-2.177936126,4
726,15,11,80,87.04180234,-175.9667592,5
727,71,20,43,-88.31426279,102.909833,5
728,26,19,33,-27.74358297,91.18621858,3
729,35,17,86,-71.7599042,-63.44800946,4
730,96,17,25,-37.23345389,158.5171199,5
731,51,12,27,46.44748449,-34.38936288,3
732,13,10,36,-18.931593,132.9940016,5
733,17,12,48,15.85757029,-9.067814541,4
734,26,12,66,83.80852932,30.60250584,5
735,80,17,97,-30.2350002,-79.32466856,4
736,35,17,87,-89.82693675,167.0411021,3
737,12,12,24,12.86865722,18.37899789,5
738,66,13,52,56.27191328,176.9137171,4
739,91,13,49,-29.82783124,-67.68891982,3
740,26,15,71,-78.09831036,78.31209652,5
741,79,18,74,1.230456897,12.21586533,4
742,48,10,55,37.66024978,34.36369914,3
743,27,18,98,4.657975885,63.01277614,3
744,37,11,49,-21.84265421,106.275353,4
745,69,13,100,-32.4571631,78.82822727,5
746,77,17,77,41.89040023,-118.7758469,4
747,53,15,57,-40.5218363,153.5734129,3
748,99,18,61,-2.972024398,3.136596376,5
749,66,20,52,42.58078117,-155.8379648,4
750,30,20,81,41.0705523,-55.47228519,3
751,13,14,81,-32.91510687,-75.84996945,5
752,13,20,39,-77.36518035,-161.1760117,5
753,33,18,63,10.77018264,-21.90865474,3
754,31,20,46,-49.90939434,-18.92388521,5
755,40,10,16,-89.35555999,88.15670716,5
756,37,15,66,-82.41074037,121.9844698,4
757,61,11,69,14.78505613,175.4117681,4
758,32,20,46,43.80563634,55.74908547,4
759,92,15,58,73.69310279,60.54514158,3
760,58,11,46,-84.92769408,-90.74947931,5
761,53,10,77,71.54924806,172.7348982,3
762,45,20,18,41.87626705,-131.4175164,5
763,37,14,36,23.1046632,-147.5116087,4
764,41,17,87,-70.16413908,33.27511473,3
765,89,12,75,-87.20584335,53.43083146,5
766,60,10,56,-79.48624291,127.5191614,4
767,38,14,75,57.49511385,-27.15211827,3
768,72,19,95,10.50437946,-92.00146555,5
769,24,16,86,47.83230418,56.83433717,4
770,72,19,33,32.96135977,-27.7016938,5
771,37,14,33,55.94085617,-71.98171477,4
772,61,15,23,66.27292654,-132.5246342,5
773,91,10,28,81.41885811,34.23523561,5
774,10,13,88,79.7282799,177.5268156,4
775,19,11,51,-4.887001043,-63.11178805,4
776,80,19,91,71.64122614,-162.5186967,3
777,32,10,76,-65.94698173,-42.83659869,3
778,96,20,84,54.40781314,33.33521573,5
779,46,16,99,-88.68028796,105.4611906,3
780,62,16,47,-78.88097298,-128.1179051,5
781,16,16,67,4.70484828,13.95462076,4
782,52,10,35,-64.02928158,-110.0816494,5
783,82,18,53,0.870893896,-50.08377062,3
784,24,10,51,-1.575859511,163.2820414,4
785,15,11,34,-82.27488837,165.6662498,5
786,68,18,79,35.90316039,2.4292132,5
787,36,13,72,48.48959975,-29.78008685,3
788,37,18,91,18.89668948,20.89916624,4
789,27,17,47,77.07630911,104.9610034,3
790,38,15,45,-12.54586913,103.3114413,5
791,65,18,54,-64.79243336,-77.31905234,4
792,43,12,74,-9.659036586,126.4928234,3
793,18,11,68,-18.05265338,154.4074369,4
794,68,13,31,-60.32411358,-83.78036885,3
795,61,12,99,-20.53876202,-14.29184684,5
796,33,20,57,83.17602724,36.4948618,4
797,96,19,40,49.46803379,-171.2372101,4
798,75,13,12,-79.88903381,-76.26427489,3
799,42,18,93,-67.42035953,-31.89735715,3
800,88,10,97,18.57852636,-68.3017253,5
801,13,12,97,-36.80097385,-121.3787094,5
802,22,18,52,-10.04115274,33.88770021,4
803,56,14,88,-2.059894342,-112.7552014,3
804,26,12,59,-26.80764848,20.20164654,4
805,95,13,45,14.42984579,138.7469408,5
806,23,13,70,-15.5512356,-122.4882137,3
807,30,20,92,69.39347888,55.44835363,4
808,70,15,91,-78.64814549,-4.564589956,5
809,62,17,79,-15.24290098,-3.48544302,3
810,49,11,30,-69.87755751,175.5285634,4
811,46,14,17,55.29813345,-98.64993597,5
812,33,11,30,-71.51307851,152.2981065,4
813,97,10,65,46.28417746,22.81199434,4
814,31,18,35,62.43962664,-55.06451281,3
815,23,19,88,-84.50389942,167.0877718,5
816,17,19,21,73.04499472,-116.6359498,5
817,47,12,14,80.61151741,-2.832259518,4
818,80,13,67,-6.705362859,176.5657262,3
819,72,10,99,42.08379887,-121.0987047,5
820,65,12,96,-86.71992388,176.4719373,3
821,34,10,27,-73.95229996,100.7587946,3
822,84,20,53,39.9336915,44.2674224,5
823,30,18,10,64.87793619,146.4102428,3
824,83,17,87,58.59117628,-173.6686987,4
825,50,20,41,19.78333281,125.4692294,5
826,14,12,50,24.01221542,-131.3856513,5
827,28,11,19,-73.4586909,-88.3364188,5
828,43,13,47,-36.71900473,138.8939077,3
829,70,17,49,-32.50942413,142.07526,4
830,53,12,58,-62.91078756,-162.9186748,3
831,58,18,31,62.69505309,-158.7732328,5
832,50,20,98,59.52542391,-82.89103079,4
833,75,18,27,-55.6209349,105.8241205,3
834,75,11,14,-25.69741894,3.572946644,3
835,49,13,40,-4.944630536,131.2101272,4
836,27,15,53,-27.31231279,148.9774138,3
837,22,18,75,-25.26319166,-110.9744831,5
838,79,17,80,-9.260213692,-60.47879334,4
839,99,20,44,-9.368389687,160.4096605,3
840,76,12,50,-13.97635594,22.17920399,4
841,96,17,33,-20.06610055,31.94055582,3
842,64,14,22,-47.1141412,95.59636137,3
843,96,20,88,-33.89359895,91.53689336,5
844,83,13,52,-70.73472016,-155.6585174,4
845,48,14,79,-45.54393875,-147.3096751,3
846,37,13,16,-51.48530946,-93.37061214,3
847,28,16,94,28.57263614,142.5683768,5
848,31,20,30,1.566814984,59.4212327,3
849,66,12,18,1.68774545,-141.0640988,3
850,75,19,77,33.802686,131.2870963,5
851,13,17,23,-14.96851052,154.1597319,5
852,68,15,84,51.76137243,-98.69820076,4
853,37,13,23,82.36704628,-49.80551724,5
854,43,17,48,-31.42162451,143.6927383,3
855,44,14,13,79.83696406,109.8982578,5
856,13,12,97,-33.08986178,-35.36661554,4
857,24,19,87,88.84021522,77.22533148,3
858,76,15,22,-63.91679157,-85.69445608,3
859,72,20,65,-65.86457626,-54.6027383,5
860,89,15,59,-88.30503845,-110.5453248,4
861,82,12,76,85.74151876,11.05345737,5
862,92,20,95,-2.03340972,15.44765728,4
863,33,13,89,7.574582411,-65.42990831,3
864,14,11,59,17.77086748,-115.9779651,5
865,99,12,79,-60.18310589,97.06194549,4
866,96,15,58,73.05192347,-59.50267338,3
867,45,16,15,61.62786249,-100.271088,3
868,37,20,50,-48.23030895,-37.53573724,5
869,90,10,49,29.65402462,-177.3996866,4
870,69,11,12,63.74580698,-91.54355272,3
871,32,15,17,71.47398343,-149.5648502,3
872,33,12,88,-71.20497056,3.306422404,3
873,93,20,89,-53.21700314,92.88585429,5
874,45,18,29,-57.04190512,33.5005979,5
875,53,19,45,-28.01154596,60.37367671,4
876,64,17,13,63.41986314,72.7505708,3
877,85,19,34,3.636239535,-6.579440872,5
878,96,13,61,53.17986413,-22.87202459,4
879,96,10,33,-88.63903339,101.9863382,5
880,27,12,18,-71.59842743,-43.10093191,5
881,21,10,57,-69.27992173,-144.7994366,4
882,71,11,46,12.37778074,-116.9287446,4
883,33,12,70,-1.520609856,106.8993595,3
884,84,10,72,37.99536787,112.90344,4
885,48,18,76,69.21771596,-78.75463493,3
886,58,10,93,66.23565091,-103.8495158,5
887,91,20,50,59.08241448,164.062501,4
888,40,12,34,74.83003698,73.7874548,4
889,31,10,41,78.8998034,50.61228572,3
890,29,16,20,-24.12948087,-163.7705512,4
891,75,19,35,7.304169977,42.99442991,4
892,96,12,75,9.291997454,-12.52965623,5
893,30,18,23,-33.93461821,167.9335787,4
894,92,20,62,-68.34011741,137.3982649,3
895,96,15,69,-8.443278694,-34.71534558,4
896,10,12,92,41.14220479,23.93927774,5
897,16,14,67,-77.99793029,171.066109,3
898,45,10,56,9.636858466,-106.3589057,4
899,39,14,27,18.05226685,-22.55575235,4
900,50,18,63,-55.69289115,-141.0337363,5
901,38,19,28,72.67728512,120.6287507,4
902,95,15,38,3.169770795,-5.022036024,3
903,52,20,11,79.00317628,-85.75135752,5
904,99,19,39,81.18816129,133.1479328,5
905,24,16,13,50.27796231,-54.74397689,4
906,85,13,41,-11.18436992,-130.4837237,4
907,46,11,52,-13.04841814,-82.38400722,3
908,29,20,25,5.608900771,-119.2760491,5
909,27,11,12,85.95852136,-151.7509491,4
910,100,19,36,-69.43564037,-104.4309596,4
911,87,10,24,73.16617088,-148.1929126,3
912,69,11,24,64.20041351,92.36682902,4
913,73,12,36,-84.85897693,-144.8663997,4
914,70,15,22,-79.81344594,-169.035378,4
915,15,13,40,82.60145844,102.7777463,3
916,87,18,69,79.15050059,-101.258467,5
917,99,11,18,-23.67498145,146.9119939,4
918,82,10,12,-41.88760289,-146.7739414,4
919,79,13,73,58.04954904,-40.61471517,4
920,21,13,48,-14.94715124,-84.90892501,3
921,73,12,27,-37.18862868,-161.5765052,4
922,90,13,96,29.97538643,72.70769262,3
923,51,18,59,26.97040663,165.0914671,4
924,32,19,23,-38.14570342,140.1017206,3
925,30,14,21,-84.78420062,-151.2171439,3
926,20,19,81,54.00571321,14.65431275,5
927,50,17,77,-53.69884803,-88.22692238,4
928,58,10,24,2.846424507,162.7941932,3
929,58,10,10,-45.79358193,85.27514128,3
930,99,17,17,23.23484703,167.1092835,5
931,67,15,85,59.72277006,145.6718876,4
932,76,17,96,-37.29399118,87.23465,4
933,75,10,48,-63.12993476,-65.52586204,3
934,30,19,52,-8.758320717,55.51717294,5
935,20,17,77,-86.17909496,173.9278992,4
936,72,18,76,-26.99923015,-35.39591404,3
937,46,19,32,-20.87826679,111.5790441,4
938,51,13,80,-67.52714717,-44.67175051,4
939,39,18,56,-84.21028852,-49.36310841,5
940,49,16,58,69.01454834,-83.44006542,4
941,23,20,84,8.910285114,6.544321045,3
942,65,16,24,-79.3987206,-140.5901656,4
943,42,17,71,81.18910193,-61.75328828,4
944,87,11,90,42.17577885,71.2225351,5
945,82,19,78,-74.25347282,115.0810666,4
946,88,20,11,25.06745385,84.86854518,5
947,40,10,99,-67.04994468,114.0280731,3
948,55,15,13,29.03673552,134.8874928,3
949,22,15,83,87.94354029,-170.4305621,4
950,48,12,61,52.90041992,-163.5322336,4
951,82,20,46,-80.10551156,110.969211,5
952,61,13,71,-15.01994446,144.9929526,3
953,98,17,68,-33.72007441,31.25379789,4
954,91,15,91,15.9569047,-163.8440062,4
955,57,20,89,65.46405844,29.51304614,5
956,83,18,82,-44.11525581,167.2705009,3
957,35,20,96,-33.28266354,6.263101546,4
958,24,10,87,74.16926346,-80.46872203,4
959,67,16,72,-25.01953942,-137.1262889,5
960,45,15,89,-89.31581757,153.0010951,3
961,15,11,86,60.05576414,0.732631916,4
962,31,20,85,35.0086034,148.4706757,5
963,85,18,43,-11.74467802,-5.16040448,5
964,71,19,93,-15.86337025,2.018941536,3
965,39,10,80,-87.32313721,54.16703484,4
966,64,12,45,-69.11287845,43.69212153,5
967,33,13,53,64.84463134,127.2027836,4
968,85,17,13,9.998647038,37.5400382,5
969,85,12,19,75.85106257,-82.15787021,4
970,23,14,30,-70.44658508,-51.55604638,5
971,76,15,88,-28.56903943,31.72059774,3
972,75,16,32,-44.98042441,-10.80730789,4
973,81,12,29,25.8946396,141.0507772,4
974,71,17,67,84.35595772,-76.97917229,3
975,53,15,78,-42.54555146,3.270861695,5
976,61,19,73,-74.11481472,-20.61119563,4
977,32,18,97,-74.92872173,120.7525366,3
978,54,20,83,-24.35079728,103.9830909,5
979,75,17,99,54.89446145,107.7725677,4
980,33,18,76,46.81707491,52.89413776,5
981,42,10,95,-57.5150145,140.199345,3
982,84,12,27,83.88661958,4.768294204,5
983,14,14,24,15.17986992,6.73593599,3
984,54,11,34,30.02681644,-132.4370388,5
985,90,18,47,42.53417057,-76.10647387,3
986,30,10,42,4.230058534,31.91356791,5
987,44,13,21,63.28481467,127.2575518,5
988,19,16,72,-55.59117698,132.7951872,3
989,24,15,13,-67.03847058,98.65135791,3
990,42,12,62,8.96271877,-54.36176302,5
991,57,11,34,39.80310587,-144.0613141,5
992,51,16,70,-64.79008516,109.2365804,3
993,36,11,41,85.17070724,174.186073,5
994,85,16,30,83.76378585,139.9702964,5
995,46,14,64,42.67498244,-174.672064,3
996,100,19,25,-24.68137447,-62.63047019,5
997,82,17,20,67.18820315,48.0582432,5
998,30,12,48,-39.99985325,53.8446819,3
999,80,20,83,70.09061267,79.26803364,5
